,SEXO,EDAD,NACIO,DISCA,TITU,RAMA,AMBITO,T_UNIV,ESTUDIOS_PADRE,ESTUDIOS_MADRE,IDIOMAS,NIV_ID1,NIV_ID2,MVFUERA,EST_M1,HL_E1,HL_E2,HL_E3,EST_B1,EST_B2_1,EST_B2_4,TIC,CAPITAL_CULTURAL,NIVEL_IDIOMA_MAX,MOVILIDAD_INTL,PRACTICAS_CALIDAD,PERFIL_GLOBAL
12037,1,2,1,2,41301,3,413,1,4.0,6.0,1.0,1.0,,2.0,1.0,1,1,2,1.0,2,2,2.0,5.0,1.0,1,3,5.83
5227,2,3,1,2,21301,1,21,1,8.0,6.0,0.0,,,2.0,2.0,4,,2,1.0,1,2,2.0,7.0,0.0,0,0,0.0
14091,2,1,1,2,41403,3,41,3,8.0,8.0,1.0,1.0,,1.0,2.0,3,4,2,2.0,,,3.0,8.0,1.0,1,2,5.83
16806,1,1,1,2,51201,2,51,3,8.0,4.0,4.0,1.0,2.0,1.0,2.0,1,2,2,2.0,,,2.0,6.0,2.0,1,3,8.67
5928,2,3,1,1,22202,1,22,2,,1.0,0.0,,,2.0,2.0,4,,1,1.0,9,9,1.0,1.0,0.0,0,0,0.0
11872,2,1,1,2,41301,3,413,1,6.0,7.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,6.5,2.0,0,0,3.17
5336,2,2,1,2,21302,1,21,1,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3,2,2,1.0,1,2,1.0,2.5,1.0,0,2,2.33
2081,2,1,1,2,11301,3,113,1,3.0,8.0,1.0,2.0,,2.0,2.0,1,3,1,2.0,,,2.0,5.5,2.0,0,3,3.17
9080,2,1,1,2,31301,3,313,1,7.0,8.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,1.0,7.5,2.0,0,3,3.17
25195,1,2,1,2,81103,4,81,1,4.0,8.0,3.0,1.0,2.0,2.0,2.0,1,1,1,1.0,1,2,2.0,6.0,2.0,0,3,4.17
14867,2,1,1,2,42101,3,42,1,7.0,4.0,2.0,1.0,3.0,2.0,2.0,1,2,2,1.0,1,2,1.0,5.5,3.0,0,3,5.0
1083,2,2,1,2,11201,3,112,3,4.0,4.0,1.0,1.0,,2.0,1.0,1,2,2,2.0,,,2.0,4.0,1.0,1,3,5.83
2993,2,3,1,2,11301,3,113,1,5.0,8.0,2.0,2.0,3.0,2.0,2.0,4,,1,2.0,,,1.0,6.5,3.0,0,0,5.0
11458,2,1,1,2,41301,3,413,1,4.0,4.0,1.0,1.0,,2.0,2.0,1,1,2,2.0,,,2.0,4.0,1.0,0,3,1.83
20563,1,3,1,2,71401,4,71,1,2.0,2.0,1.0,1.0,,2.0,2.0,3,5,1,1.0,1,2,3.0,2.0,1.0,0,2,1.83
16080,2,1,1,2,42101,3,42,1,8.0,5.0,1.0,,,2.0,2.0,4,,2,2.0,,,1.0,6.5,0.0,0,0,0.5
3296,2,1,1,2,11301,3,113,1,7.0,6.0,1.0,1.0,,1.0,2.0,1,3,2,2.0,,,2.0,6.5,1.0,1,3,5.83
31267,2,1,1,2,101501,3,1015,1,5.0,5.0,2.0,1.0,3.0,2.0,1.0,3,3,2,2.0,,,2.0,5.0,3.0,1,2,9.0
29700,2,3,1,1,92301,3,92,3,8.0,5.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2.0,,,2.0,6.5,2.0,0,3,3.67
27193,1,2,1,2,91301,5,913,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,4,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
23755,2,2,1,2,73102,4,73,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,8.0,2.0,0,0,3.67
27966,2,1,1,2,91301,5,913,1,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1,5,1,2.0,,,2.0,3.0,2.0,1,3,7.67
22251,1,1,1,2,71503,4,71,3,8.0,8.0,2.0,1.0,1.0,2.0,2.0,1,2,2,2.0,,,2.0,8.0,1.0,0,3,2.33
10137,1,2,1,2,31404,1,31,1,4.0,4.0,0.0,,,2.0,1.0,4,,2,1.0,1,2,2.0,4.0,0.0,1,0,4.0
6762,2,1,1,2,23101,1,23,1,8.0,5.0,1.0,1.0,,1.0,1.0,2,2,1,2.0,,,1.0,6.5,1.0,1,1,5.83
20692,1,1,1,2,71403,4,71,1,8.0,4.0,1.0,2.0,,2.0,2.0,3,2,2,1.0,1,1,3.0,6.0,2.0,0,2,3.17
30346,1,3,1,2,101401,3,1014,1,5.0,8.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,6.5,2.0,0,0,3.17
4812,2,2,1,2,21101,3,211,1,3.0,4.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,3.0,3.5,2.0,0,3,3.17
9846,2,1,1,2,31301,5,313,3,7.0,6.0,1.0,1.0,,2.0,2.0,1,2,1,2.0,,,2.0,6.5,1.0,0,3,1.83
10973,2,1,1,2,32102,3,32,1,8.0,6.0,1.0,1.0,,2.0,2.0,3,5,1,1.0,1,2,2.0,7.0,1.0,0,2,1.83
15438,2,2,1,2,42101,3,42,1,8.0,8.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,1.0,8.0,2.0,0,3,3.17
2665,2,1,1,2,11301,3,113,1,3.0,4.0,1.0,2.0,,2.0,2.0,1,4,2,1.0,1,2,2.0,3.5,2.0,0,3,3.17
17598,1,1,1,2,52101,2,52,1,8.0,7.0,4.0,1.0,2.0,1.0,2.0,4,,2,1.0,1,2,2.0,7.5,2.0,1,0,8.67
31590,2,1,1,2,104103,3,109,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,2,1,1.0,1,2,2.0,4.0,2.0,0,3,3.17
14794,2,1,1,2,42101,3,42,1,5.0,8.0,0.0,,,2.0,2.0,4,,2,1.0,1,2,2.0,6.5,0.0,0,0,0.0
14138,2,1,1,2,41403,3,41,1,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1,2,2,2.0,,,2.0,3.0,3.0,0,3,5.0
24322,1,3,1,2,73202,4,73,3,4.0,4.0,1.0,2.0,,2.0,2.0,3,3,1,1.0,1,2,2.0,4.0,2.0,0,2,3.17
5079,2,1,1,2,21301,1,21,1,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1,1,2,1.0,1,2,3.0,2.0,2.0,1,3,8.17
13781,2,1,1,2,41303,3,413,1,5.0,5.0,1.0,1.0,,1.0,2.0,4,,2,1.0,1,2,2.0,5.0,1.0,1,0,5.83
26603,1,1,1,2,91201,5,912,1,8.0,8.0,1.0,2.0,,2.0,2.0,1,3,2,1.0,2,2,1.0,8.0,2.0,0,3,3.17
11324,1,1,1,2,41301,3,413,1,5.0,8.0,1.0,3.0,,2.0,2.0,1,2,2,2.0,,,2.0,6.5,3.0,0,3,4.5
30062,2,1,1,2,92301,3,92,1,7.0,,2.0,2.0,3.0,2.0,2.0,1,1,2,2.0,,,2.0,7.0,3.0,0,3,5.0
26297,2,1,1,2,91201,5,912,1,8.0,7.0,1.0,3.0,,2.0,2.0,4,,2,1.0,1,2,2.0,7.5,3.0,0,0,4.5
2401,1,3,1,2,11301,3,113,4,3.0,3.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,1.0,3.0,1.0,0,0,1.83
16451,1,1,1,2,51101,2,51,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,3.0,2.0,0,3,3.17
1986,2,1,1,2,11301,3,113,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1,2,2,1.0,1,2,2.0,3.0,3.0,0,3,5.0
17607,2,1,1,2,52101,2,52,1,8.0,8.0,2.0,2.0,2.0,2.0,1.0,3,3,2,2.0,,,3.0,8.0,2.0,1,2,7.67
21735,1,1,1,2,71502,4,71,1,5.0,4.0,1.0,2.0,,2.0,2.0,1,3,2,2.0,,,2.0,4.5,2.0,0,3,3.17
10612,2,1,1,2,32102,3,32,1,8.0,7.0,1.0,2.0,,2.0,2.0,2,2,1,2.0,,,2.0,7.5,2.0,0,1,3.17
23639,2,2,1,2,73101,4,73,1,8.0,8.0,2.0,1.0,1.0,1.0,2.0,2,2,2,2.0,,,2.0,8.0,1.0,1,1,6.33
17681,2,1,1,2,53101,2,53,1,7.0,6.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,6.5,2.0,0,3,3.17
9298,1,3,1,2,31301,3,313,2,6.0,6.0,2.0,1.0,2.0,2.0,2.0,2,5,1,2.0,,,3.0,6.0,2.0,0,1,3.67
2020,2,1,2,2,11301,3,113,1,8.0,8.0,3.0,1.0,2.0,2.0,2.0,1,3,2,1.0,1,2,3.0,8.0,2.0,0,3,4.17
19089,1,2,1,2,61901,4,61,1,7.0,4.0,1.0,2.0,,2.0,2.0,2,1,1,2.0,,,3.0,5.5,2.0,0,1,3.17
19863,1,1,1,2,61901,4,61,1,6.0,8.0,1.0,1.0,,2.0,2.0,4,,1,1.0,1,2,3.0,7.0,1.0,0,0,1.83
29172,2,2,1,2,91601,5,91,1,5.0,5.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,5.0,2.0,0,3,3.17
7730,2,3,1,2,23202,1,23,1,8.0,3.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,1.0,5.5,2.0,0,0,3.17
14315,1,2,1,2,41403,3,41,1,,,2.0,3.0,2.0,2.0,2.0,4,,1,1.0,1,2,2.0,,3.0,0,0,5.0
26940,2,1,1,2,91201,5,912,1,8.0,8.0,3.0,1.0,2.0,2.0,2.0,1,2,2,1.0,2,2,1.0,8.0,2.0,0,3,4.17
7871,2,1,1,2,31101,3,311,1,8.0,5.0,3.0,1.0,2.0,1.0,2.0,3,5,2,2.0,,,2.0,6.5,2.0,1,2,8.17
22439,2,1,1,2,71601,4,71,1,8.0,8.0,4.0,1.0,2.0,1.0,2.0,1,3,2,1.0,2,2,2.0,8.0,2.0,1,3,8.67
244,2,1,1,2,11101,3,11,1,4.0,4.0,1.0,3.0,,2.0,2.0,1,1,2,1.0,1,2,1.0,4.0,3.0,0,3,4.5
6030,1,1,1,2,22202,1,22,1,8.0,8.0,1.0,1.0,,1.0,1.0,2,3,2,2.0,,,2.0,8.0,1.0,1,1,5.83
25234,1,3,1,2,81103,4,81,3,8.0,4.0,2.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,1.0,6.0,2.0,0,0,3.67
12206,2,3,1,2,41301,3,413,4,3.0,3.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,3.0,2.0,0,0,3.17
20472,1,2,3,2,71302,4,71,1,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1,2,2,1.0,1,2,2.0,2.0,2.0,1,3,8.17
30810,1,3,1,2,101401,3,1014,3,7.0,7.0,4.0,1.0,1.0,2.0,2.0,1,1,1,1.0,1,2,2.0,7.0,1.0,0,3,3.33
29475,2,2,1,2,92301,3,92,1,,7.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,7.0,2.0,0,0,3.17
27802,2,3,1,1,91301,5,913,1,3.0,3.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,3.0,2.0,0,0,3.17
12114,2,1,1,2,41301,3,413,1,2.0,6.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
26252,2,1,1,2,91201,5,912,1,4.0,3.0,1.0,1.0,,2.0,1.0,1,4,2,1.0,1,2,1.0,3.5,1.0,1,3,5.83
3557,2,1,1,2,11301,3,113,1,3.0,7.0,2.0,1.0,3.0,2.0,2.0,4,,1,1.0,1,2,2.0,5.0,3.0,0,0,5.0
25161,1,3,1,2,81103,4,81,1,4.0,4.0,1.0,1.0,,1.0,2.0,1,2,1,2.0,,,2.0,4.0,1.0,1,3,5.83
28428,2,2,1,2,91501,5,91,1,5.0,8.0,2.0,2.0,3.0,2.0,2.0,1,4,1,2.0,,,2.0,6.5,3.0,0,3,5.0
710,2,2,1,2,11201,3,112,1,4.0,5.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,4.5,2.0,0,3,3.17
31134,2,1,1,1,101501,3,1015,1,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1,1,2,1.0,1,2,2.0,5.0,2.0,0,3,3.67
17217,1,1,1,2,52101,2,52,1,4.0,4.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,3.0,4.0,2.0,0,0,3.17
26188,2,1,1,2,91101,5,91,1,6.0,8.0,2.0,1.0,2.0,2.0,2.0,2,5,1,2.0,,,2.0,7.0,2.0,0,1,3.67
5439,2,1,1,2,21302,1,21,1,8.0,8.0,1.0,1.0,,2.0,2.0,2,1,2,2.0,,,2.0,8.0,1.0,0,1,1.83
18506,1,1,1,2,53301,2,53,1,5.0,4.0,1.0,1.0,,1.0,2.0,1,1,2,1.0,2,2,3.0,4.5,1.0,1,3,5.83
3675,2,1,1,2,11301,3,113,3,5.0,6.0,2.0,1.0,1.0,1.0,2.0,1,2,1,1.0,1,2,2.0,5.5,1.0,1,3,6.33
30974,1,3,1,1,101501,3,1015,3,5.0,3.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,3.0,4.0,2.0,0,0,3.17
6125,1,2,1,2,22202,1,22,1,7.0,8.0,3.0,1.0,2.0,1.0,2.0,4,,2,2.0,,,1.0,7.5,2.0,1,0,8.17
5744,2,3,1,2,21502,1,21,1,4.0,3.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,3.5,2.0,0,0,3.17
10117,1,1,1,2,31404,1,31,1,3.0,6.0,2.0,1.0,1.0,2.0,2.0,4,,1,1.0,1,2,2.0,4.5,1.0,0,0,2.33
28697,1,2,1,2,91501,5,91,3,8.0,8.0,1.0,1.0,,2.0,1.0,3,3,2,1.0,1,2,2.0,8.0,1.0,1,2,5.83
28937,1,2,1,2,91504,5,91,1,3.0,3.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,1.0,3.0,2.0,0,0,3.17
2598,2,3,1,2,11301,3,113,3,,,1.0,1.0,,1.0,2.0,1,1,1,2.0,,,1.0,,1.0,1,3,5.83
25231,2,3,1,2,81103,4,81,1,4.0,3.0,1.0,1.0,,2.0,2.0,2,5,2,2.0,,,2.0,3.5,1.0,0,1,1.83
1918,2,3,1,2,11201,3,112,4,3.0,4.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,2.0,3.5,3.0,0,0,4.5
29168,1,2,1,2,91601,5,91,1,3.0,4.0,1.0,2.0,,1.0,2.0,1,2,1,1.0,1,2,2.0,3.5,2.0,1,3,7.17
22876,2,3,1,2,72101,2,72,1,8.0,7.0,3.0,1.0,1.0,2.0,2.0,1,2,1,2.0,,,2.0,7.5,1.0,0,3,2.83
13607,2,3,1,2,41302,3,413,3,3.0,3.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,2.0,3.0,1.0,0,0,1.83
14135,2,1,1,2,41403,3,41,1,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2,2,2,2.0,,,2.0,5.0,1.0,1,1,7.33
17822,2,1,1,2,53101,2,53,1,7.0,8.0,2.0,1.0,3.0,1.0,1.0,1,2,2,1.0,9,9,2.0,7.5,3.0,1,3,9.0
23646,1,1,1,2,73101,4,73,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,1,1,2,2.0,,,3.0,8.0,3.0,0,3,5.0
14129,2,1,1,2,41403,3,41,1,8.0,8.0,1.0,1.0,,2.0,1.0,2,4,1,1.0,2,1,2.0,8.0,1.0,1,1,5.83
20886,1,2,1,2,71403,4,71,1,3.0,8.0,1.0,1.0,,1.0,1.0,1,2,1,1.0,1,2,3.0,5.5,1.0,1,3,5.83
17955,1,1,1,2,53101,2,53,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,1,1,2.0,,,2.0,8.0,1.0,0,3,1.83
13599,2,1,1,2,41302,3,413,1,8.0,7.0,2.0,1.0,2.0,2.0,2.0,1,2,1,2.0,,,2.0,7.5,2.0,0,3,3.67
14352,2,1,1,2,41403,3,41,1,8.0,8.0,1.0,3.0,,2.0,2.0,2,1,2,2.0,,,2.0,8.0,3.0,0,1,4.5
2037,2,1,1,2,11301,3,113,3,3.0,3.0,1.0,2.0,,2.0,2.0,1,2,1,2.0,,,1.0,3.0,2.0,0,3,3.17
6324,2,1,1,2,22202,1,22,1,3.0,3.0,1.0,1.0,,2.0,2.0,4,,2,1.0,1,2,2.0,3.0,1.0,0,0,1.83
2660,2,1,1,2,11301,3,113,1,3.0,8.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2.0,,,1.0,5.5,2.0,0,3,3.67
25385,1,2,1,2,82101,4,82,1,,5.0,2.0,2.0,3.0,2.0,2.0,4,,2,2.0,,,2.0,5.0,3.0,0,0,5.0
4400,2,1,1,2,21101,3,211,3,8.0,8.0,2.0,1.0,2.0,2.0,2.0,1,2,1,2.0,,,2.0,8.0,2.0,0,3,3.67
22169,1,3,1,2,71503,4,71,2,4.0,2.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,3.0,3.0,1.0,0,0,1.83
16144,2,1,1,2,42101,3,42,1,7.0,7.0,3.0,1.0,2.0,1.0,2.0,3,5,1,2.0,,,2.0,7.0,2.0,1,2,8.17
4066,2,2,1,2,11901,3,11,1,3.0,2.0,1.0,3.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,2.5,3.0,0,3,4.5
28773,2,1,1,1,91502,5,91,1,5.0,4.0,2.0,2.0,3.0,2.0,2.0,1,1,1,1.0,1,2,2.0,4.5,3.0,0,3,5.0
10301,2,1,1,2,31406,3,31,1,5.0,7.0,0.0,,,1.0,2.0,1,1,2,2.0,,,2.0,6.0,0.0,1,3,4.0
13416,2,3,1,2,41302,3,413,4,8.0,8.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,8.0,2.0,0,0,3.17
17384,2,1,1,2,52101,2,52,1,7.0,7.0,3.0,1.0,3.0,1.0,1.0,4,,2,1.0,1,2,2.0,7.0,3.0,1,0,9.5
11759,2,1,1,2,41301,3,413,1,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3,5,2,1.0,1,2,2.0,4.5,2.0,1,2,7.67
2474,2,1,1,2,11301,3,113,1,3.0,3.0,1.0,1.0,,1.0,2.0,1,3,2,1.0,1,2,2.0,3.0,1.0,1,3,5.83
3954,2,3,1,2,11401,3,11,1,8.0,3.0,1.0,2.0,,2.0,2.0,1,2,1,2.0,,,2.0,5.5,2.0,0,3,3.17
16473,2,2,1,2,51101,2,51,1,4.0,7.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,1.0,5.5,2.0,0,0,3.17
23890,1,3,2,2,73201,4,73,1,7.0,5.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,6.0,2.0,0,0,3.17
2858,2,2,1,2,11301,3,113,3,4.0,8.0,2.0,2.0,3.0,2.0,2.0,1,2,1,2.0,,,2.0,6.0,3.0,0,3,5.0
11734,2,1,1,2,41301,3,413,1,8.0,8.0,1.0,2.0,,2.0,1.0,2,2,2,2.0,,,2.0,8.0,2.0,1,1,7.17
16187,2,1,1,2,42101,3,42,1,,5.0,2.0,1.0,2.0,1.0,2.0,3,1,2,1.0,1,2,2.0,5.0,2.0,1,2,7.67
31070,1,1,1,2,101501,3,1015,1,,,0.0,,,2.0,,3,1,2,,,,1.0,,0.0,0,2,0.0
2344,2,1,1,2,11301,3,113,1,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1,3,1,1.0,1,2,2.0,3.5,2.0,0,3,3.67
9174,2,2,1,2,31301,3,313,1,4.0,4.0,2.0,1.0,3.0,2.0,2.0,1,1,2,2.0,,,2.0,4.0,3.0,0,3,5.0
20193,2,2,1,2,71101,4,71,1,,,1.0,1.0,,1.0,2.0,2,1,1,1.0,1,2,2.0,,1.0,1,1,5.83
24323,1,3,1,2,73202,4,73,3,7.0,3.0,2.0,,,2.0,1.0,4,,2,2.0,,,2.0,5.0,0.0,1,0,5.0
22544,1,1,1,2,71603,4,71,1,5.0,,1.0,1.0,,2.0,2.0,1,1,2,1.0,1,1,3.0,5.0,1.0,0,3,1.83
3581,2,2,1,2,11301,3,113,3,5.0,4.0,1.0,2.0,,2.0,2.0,1,3,2,2.0,,,2.0,4.5,2.0,0,3,3.17
6558,2,3,1,2,22901,1,22,4,6.0,8.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,2.0,7.0,1.0,0,0,1.83
16112,2,3,1,2,42101,3,42,1,,6.0,2.0,1.0,2.0,2.0,2.0,1,1,2,1.0,1,2,2.0,6.0,2.0,0,3,3.67
9247,1,1,1,2,31301,3,313,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,4,1,1.0,1,2,2.0,3.0,2.0,0,3,3.17
27546,2,2,1,2,91301,5,913,1,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1,1,1,1.0,1,2,2.0,3.5,3.0,0,3,5.0
22030,1,2,1,2,71503,4,71,1,8.0,8.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,3.0,8.0,1.0,0,0,1.83
29197,2,1,1,2,91601,5,91,3,4.0,6.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,5.0,2.0,0,3,3.17
19111,1,2,1,2,61901,4,61,1,3.0,8.0,2.0,1.0,1.0,2.0,1.0,2,1,2,1.0,1,2,3.0,5.5,1.0,1,1,6.33
25423,1,3,1,2,82101,4,82,1,,,,,,2.0,2.0,4,,2,1.0,1,2,2.0,,0.0,0,0,
9980,1,2,1,2,31402,3,31,3,5.0,8.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,3.0,6.5,2.0,0,3,3.17
10235,1,1,1,2,31406,3,31,1,8.0,8.0,2.0,1.0,2.0,2.0,1.0,1,1,2,1.0,2,2,3.0,8.0,2.0,1,3,7.67
17838,1,1,1,2,53101,2,53,1,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1,1,1,1.0,1,2,2.0,3.5,3.0,1,3,9.0
25953,2,1,1,2,84101,5,84,1,,8.0,2.0,1.0,2.0,2.0,2.0,3,2,1,1.0,2,2,2.0,8.0,2.0,0,2,3.67
6354,2,3,1,2,22202,1,22,1,7.0,3.0,4.0,1.0,2.0,2.0,2.0,3,1,1,2.0,,,2.0,5.0,2.0,0,2,4.67
25364,1,2,1,2,82101,4,82,1,5.0,5.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,2.0,5.0,3.0,0,0,4.5
5694,2,3,1,2,21502,1,21,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,1.0,2.0,0,0,3.67
13750,1,1,1,2,41303,3,413,1,,,,,,2.0,2.0,1,1,2,1.0,1,2,1.0,,0.0,0,3,
7620,2,1,1,2,23201,1,23,1,4.0,6.0,2.0,1.0,1.0,2.0,2.0,2,2,2,2.0,,,3.0,5.0,1.0,0,1,2.33
27088,2,2,1,2,91301,5,913,1,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1,4,1,2.0,,,2.0,4.0,1.0,0,3,2.33
20001,1,3,1,2,61901,4,61,4,3.0,2.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,3.0,2.5,1.0,0,0,1.83
17240,1,2,1,2,52101,2,52,1,6.0,,1.0,2.0,,2.0,2.0,2,2,1,2.0,,,2.0,6.0,2.0,0,1,3.17
27452,2,2,1,2,91301,5,913,1,8.0,4.0,1.0,2.0,,2.0,2.0,1,5,2,2.0,,,2.0,6.0,2.0,0,3,3.17
25991,2,2,1,2,84101,5,84,1,3.0,3.0,1.0,1.0,,1.0,2.0,1,1,2,1.0,1,2,2.0,3.0,1.0,1,3,5.83
7155,2,2,1,2,23103,1,23,1,6.0,4.0,2.0,1.0,1.0,2.0,1.0,4,,2,2.0,,,1.0,5.0,1.0,1,0,6.33
16210,1,1,1,2,51101,2,51,1,6.0,5.0,1.0,1.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,5.5,1.0,0,3,1.83
3521,2,2,1,2,11301,3,113,3,3.0,6.0,1.0,1.0,,2.0,2.0,1,1,1,2.0,,,2.0,4.5,1.0,0,3,1.83
26607,2,1,1,2,91201,5,912,1,8.0,5.0,2.0,2.0,1.0,2.0,1.0,1,4,2,1.0,2,2,1.0,6.5,2.0,1,3,7.67
1062,2,1,1,2,11201,3,112,1,6.0,4.0,1.0,2.0,,2.0,2.0,1,4,2,1.0,1,2,1.0,5.0,2.0,0,3,3.17
6844,1,3,1,2,23101,1,23,1,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4,,1,2.0,,,2.0,2.0,2.0,1,0,7.67
17245,1,1,1,2,52101,2,52,1,8.0,8.0,2.0,1.0,2.0,2.0,1.0,1,2,2,1.0,2,2,2.0,8.0,2.0,1,3,7.67
22881,2,1,1,2,72101,5,72,1,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1,1,2,1.0,2,2,2.0,3.0,3.0,0,3,5.0
5947,2,1,1,2,22202,1,22,1,8.0,8.0,1.0,2.0,,2.0,2.0,3,1,2,2.0,,,2.0,8.0,2.0,0,2,3.17
10759,2,1,1,2,32102,3,32,1,,,1.0,3.0,,2.0,1.0,1,1,2,1.0,1,2,2.0,,3.0,1,3,8.5
30709,2,1,1,2,101401,3,1014,1,6.0,6.0,0.0,,,2.0,2.0,4,,2,1.0,1,2,1.0,6.0,0.0,0,0,0.0
18640,1,2,1,2,54101,2,54,1,8.0,8.0,1.0,1.0,,2.0,2.0,2,1,1,2.0,,,3.0,8.0,1.0,0,1,1.83
25373,1,3,1,2,82101,4,82,1,5.0,3.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,2.0,4.0,2.0,0,0,3.17
24083,1,1,1,2,73201,4,73,3,5.0,5.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,5.0,2.0,0,0,3.17
3481,2,3,1,2,11301,3,113,4,4.0,4.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,3.0,4.0,2.0,0,3,3.17
25730,1,3,1,2,84101,5,84,1,4.0,3.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,1.0,3.5,2.0,0,0,3.17
24019,1,2,1,2,73201,4,73,1,3.0,3.0,1.0,2.0,,1.0,2.0,4,,1,1.0,1,2,2.0,3.0,2.0,1,0,7.17
22402,1,1,1,2,71601,4,71,1,4.0,6.0,2.0,1.0,,1.0,1.0,4,,2,1.0,2,2,3.0,5.0,1.0,1,0,6.33
1485,2,2,1,2,11201,3,112,1,,,2.0,2.0,1.0,2.0,2.0,1,2,1,2.0,,,3.0,,2.0,0,3,3.67
23500,2,2,1,2,73101,4,73,1,7.0,5.0,2.0,1.0,1.0,2.0,2.0,4,,2,1.0,1,2,2.0,6.0,1.0,0,0,2.33
5599,2,1,1,2,21401,1,21,1,5.0,8.0,3.0,1.0,1.0,1.0,1.0,3,5,2,1.0,2,2,3.0,6.5,1.0,1,2,6.83
4695,1,2,1,2,21101,3,211,1,3.0,3.0,1.0,2.0,,2.0,2.0,3,3,2,2.0,,,3.0,3.0,2.0,0,2,3.17
26992,2,1,1,2,91301,5,913,3,6.0,7.0,1.0,2.0,,2.0,2.0,1,4,2,2.0,,,2.0,6.5,2.0,0,3,3.17
30471,1,1,1,2,101401,3,1014,1,5.0,5.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,1.0,5.0,2.0,0,3,3.17
27158,2,1,1,2,91301,5,913,1,8.0,5.0,1.0,2.0,,2.0,2.0,1,5,1,1.0,1,2,2.0,6.5,2.0,0,3,3.17
6561,2,2,1,2,22901,1,22,1,3.0,3.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,3.0,2.0,0,0,3.17
