,SEXO,EDAD,NACIO,DISCA,TITU,RAMA,AMBITO,T_UNIV,ESTUDIOS_PADRE,ESTUDIOS_MADRE,IDIOMAS,NIV_ID1,NIV_ID2,MVFUERA,EST_M1,HL_E1,HL_E2,HL_E3,EST_B1,EST_B2_1,EST_B2_4,TIC,CAPITAL_CULTURAL,NIVEL_IDIOMA_MAX,MOVILIDAD_INTL,PRACTICAS_CALIDAD,PERFIL_GLOBAL
22059,1,1,1,2,71503,4,71,3,8.0,8.0,2.0,1.0,1.0,2.0,1.0,1,2,2,2.0,,,3.0,8.0,1.0,1,3,6.33
31323,1,3,1,2,101501,3,1015,3,4.0,8.0,3.0,1.0,3.0,2.0,2.0,1,2,1,2.0,,,3.0,6.0,3.0,0,3,5.5
6862,2,1,1,2,23101,1,23,1,8.0,8.0,4.0,1.0,3.0,1.0,1.0,2,1,2,1.0,2,2,2.0,8.0,3.0,1,1,10.0
14686,1,3,1,2,42101,3,42,3,3.0,3.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,2.0,3.0,3.0,0,0,4.5
2692,2,2,1,2,11301,3,113,1,8.0,8.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,2.0,8.0,3.0,0,0,4.5
22353,1,1,1,2,71601,4,71,1,5.0,5.0,1.0,1.0,,2.0,2.0,4,,2,1.0,1,2,2.0,5.0,1.0,0,0,1.83
15728,2,1,1,2,42101,3,42,1,5.0,4.0,2.0,1.0,2.0,2.0,2.0,2,3,1,2.0,,,2.0,4.5,2.0,0,1,3.67
9828,1,3,1,2,31301,5,313,4,4.0,3.0,1.0,1.0,,2.0,2.0,1,9,1,2.0,,,1.0,3.5,1.0,0,3,1.83
13423,2,1,1,2,41302,3,413,1,8.0,8.0,0.0,,,2.0,2.0,4,,1,2.0,,,1.0,8.0,0.0,0,0,0.0
1635,2,1,1,2,11201,3,112,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,4.0,2.0,0,3,3.17
17579,2,1,1,2,52101,2,52,3,8.0,8.0,1.0,2.0,,2.0,1.0,3,2,2,1.0,2,2,2.0,8.0,2.0,1,2,7.17
11236,1,2,1,2,41202,3,41,1,3.0,3.0,1.0,2.0,,2.0,1.0,3,2,2,1.0,1,2,3.0,3.0,2.0,1,2,7.17
1636,2,1,1,2,11201,3,112,1,4.0,8.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,6.0,2.0,0,3,3.17
10234,2,3,1,2,31406,3,31,1,5.0,4.0,2.0,2.0,3.0,2.0,2.0,1,1,1,2.0,,,2.0,4.5,3.0,0,3,5.0
760,2,1,1,2,11201,3,112,1,3.0,3.0,1.0,2.0,,2.0,2.0,1,4,2,1.0,1,2,2.0,3.0,2.0,0,3,3.17
5933,1,1,1,2,22202,1,22,1,4.0,4.0,3.0,1.0,3.0,2.0,2.0,2,1,2,1.0,1,2,2.0,4.0,3.0,0,1,5.5
29522,2,3,1,2,92301,3,92,1,7.0,7.0,0.0,,,2.0,2.0,4,,1,2.0,,,2.0,7.0,0.0,0,0,0.0
650,2,1,1,2,11201,3,112,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,1,2,1,1.0,2,2,2.0,8.0,3.0,0,3,5.0
17228,2,1,1,2,52101,2,52,1,2.0,3.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,2.0,2.5,2.0,0,3,3.17
29274,2,1,1,2,91601,5,91,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,2,2,2.0,,,3.0,4.0,2.0,0,3,3.17
2639,2,1,1,2,11301,3,113,1,8.0,8.0,1.0,1.0,,1.0,2.0,3,4,2,2.0,,,2.0,8.0,1.0,1,2,5.83
281,2,1,1,2,11101,3,11,1,3.0,2.0,1.0,2.0,,2.0,2.0,2,1,1,1.0,1,2,2.0,2.5,2.0,0,1,3.17
28818,2,1,1,2,91502,5,91,1,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,5,2,2.0,,,2.0,3.0,2.0,0,2,3.67
15657,2,1,1,2,42101,3,42,1,6.0,6.0,2.0,1.0,2.0,2.0,2.0,1,2,2,2.0,,,2.0,6.0,2.0,0,3,3.67
10432,2,1,1,2,32102,3,32,1,8.0,6.0,1.0,2.0,,2.0,2.0,3,2,2,2.0,,,2.0,7.0,2.0,0,2,3.17
28384,1,1,1,2,91501,5,91,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,3,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
16055,2,2,1,2,42101,3,42,1,8.0,7.0,1.0,1.0,,2.0,2.0,3,5,1,2.0,,,2.0,7.5,1.0,0,2,1.83
21366,1,1,1,2,71501,4,71,1,,5.0,1.0,2.0,,2.0,2.0,2,3,1,1.0,1,2,2.0,5.0,2.0,0,1,3.17
26924,1,1,1,2,91201,5,912,1,7.0,5.0,1.0,1.0,,2.0,2.0,1,9,2,1.0,1,2,2.0,6.0,1.0,0,3,1.83
12300,2,1,1,2,41301,3,413,1,,,3.0,1.0,2.0,1.0,2.0,1,1,2,2.0,,,2.0,,2.0,1,3,8.17
18304,2,1,1,2,53203,2,53,1,7.0,8.0,1.0,1.0,,1.0,1.0,4,,2,2.0,,,2.0,7.5,1.0,1,0,5.83
447,1,1,1,2,11101,3,11,1,4.0,4.0,1.0,2.0,,2.0,2.0,3,1,1,1.0,1,2,2.0,4.0,2.0,0,2,3.17
11666,1,2,1,2,41301,3,413,1,8.0,8.0,2.0,1.0,2.0,1.0,1.0,1,2,1,1.0,2,2,2.0,8.0,2.0,1,3,7.67
16647,2,1,1,2,51101,2,51,1,7.0,6.0,1.0,1.0,,1.0,2.0,1,1,2,1.0,2,2,3.0,6.5,1.0,1,3,5.83
30744,2,1,1,2,101401,3,1014,1,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1,1,1,2.0,,,2.0,8.0,1.0,1,3,6.33
8599,2,1,1,2,31101,3,311,1,8.0,5.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,2.0,6.5,2.0,0,3,3.17
15731,2,1,1,2,42101,3,42,1,8.0,6.0,1.0,2.0,,2.0,2.0,3,3,1,2.0,,,1.0,7.0,2.0,0,2,3.17
7861,1,1,3,2,31101,3,311,1,2.0,5.0,1.0,2.0,,1.0,2.0,1,5,1,2.0,,,2.0,3.5,2.0,1,3,7.17
23325,2,2,1,2,73101,4,73,3,5.0,8.0,1.0,2.0,,2.0,2.0,2,2,2,2.0,,,2.0,6.5,2.0,0,1,3.17
17286,2,1,1,2,52101,2,52,1,8.0,7.0,1.0,2.0,,2.0,2.0,3,3,2,2.0,,,2.0,7.5,2.0,0,2,3.17
26638,2,2,1,2,91201,5,912,1,8.0,8.0,0.0,,,2.0,1.0,4,,2,1.0,2,2,3.0,8.0,0.0,1,0,4.0
8748,1,2,1,2,31201,3,31,1,4.0,6.0,2.0,2.0,1.0,2.0,1.0,3,4,1,1.0,1,2,2.0,5.0,2.0,1,2,7.67
30585,1,2,1,2,101401,3,1014,3,8.0,8.0,2.0,1.0,1.0,1.0,2.0,1,1,1,2.0,,,2.0,8.0,1.0,1,3,6.33
18334,1,1,1,2,53301,2,53,1,6.0,4.0,1.0,1.0,,2.0,2.0,4,,1,1.0,1,2,3.0,5.0,1.0,0,0,1.83
21353,2,2,1,2,71501,4,71,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,4,,2,2.0,,,3.0,8.0,2.0,0,0,3.67
8008,1,1,1,2,31101,3,311,1,8.0,8.0,2.0,1.0,1.0,2.0,1.0,3,4,2,2.0,,,3.0,8.0,1.0,1,2,6.33
12237,2,1,1,2,41301,3,413,1,4.0,3.0,1.0,1.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,3.5,1.0,0,3,1.83
2899,2,3,1,2,11301,3,113,3,8.0,8.0,1.0,2.0,,2.0,2.0,1,1,1,2.0,,,2.0,8.0,2.0,0,3,3.17
30904,2,2,1,2,101501,3,1015,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,4,1,2.0,,,2.0,2.0,2.0,0,3,3.67
19359,1,1,1,2,61901,4,61,1,,8.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,3.0,8.0,2.0,0,0,3.17
4210,2,1,1,2,11901,3,11,3,5.0,6.0,2.0,2.0,3.0,2.0,2.0,1,1,2,1.0,1,2,2.0,5.5,3.0,0,3,5.0
23695,1,3,1,2,73102,4,73,1,4.0,4.0,1.0,2.0,,2.0,2.0,2,2,1,1.0,2,1,2.0,4.0,2.0,0,1,3.17
3676,2,1,1,2,11301,3,113,3,6.0,4.0,2.0,1.0,3.0,2.0,2.0,1,4,2,1.0,2,2,3.0,5.0,3.0,0,3,5.0
30955,1,1,1,1,101501,3,1015,1,7.0,6.0,2.0,2.0,2.0,2.0,1.0,1,1,2,1.0,1,2,2.0,6.5,2.0,1,3,7.67
18957,1,3,1,1,54201,2,54,1,5.0,8.0,0.0,,,2.0,2.0,4,,1,1.0,1,2,3.0,6.5,0.0,0,0,0.0
29711,2,1,1,2,92301,3,92,1,4.0,8.0,1.0,2.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,6.0,2.0,0,3,3.17
23724,2,3,1,2,73102,4,73,1,8.0,5.0,0.0,,,2.0,2.0,4,,1,2.0,,,2.0,6.5,0.0,0,0,0.0
30110,2,1,1,2,92301,3,92,1,7.0,8.0,2.0,2.0,2.0,1.0,1.0,1,5,1,1.0,1,2,2.0,7.5,2.0,1,3,7.67
29330,1,1,1,2,91601,5,91,1,8.0,8.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2.0,,,1.0,8.0,2.0,0,3,3.67
17769,1,1,1,2,53101,2,53,1,6.0,8.0,2.0,2.0,2.0,2.0,1.0,3,4,2,1.0,1,2,2.0,7.0,2.0,1,2,7.67
11609,2,3,1,2,41301,3,413,1,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4,,2,2.0,,,2.0,3.0,1.0,0,0,2.33
1791,2,1,1,2,11201,3,112,3,8.0,8.0,1.0,1.0,,2.0,2.0,1,3,1,2.0,,,2.0,8.0,1.0,0,3,1.83
28891,2,2,1,2,91503,5,91,1,2.0,6.0,2.0,2.0,3.0,2.0,2.0,1,2,2,1.0,1,2,2.0,4.0,3.0,0,3,5.0
28210,1,1,1,2,91401,4,91,1,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4,,2,1.0,1,2,2.0,4.0,2.0,0,0,3.67
11323,1,1,1,2,41301,3,413,1,3.0,5.0,0.0,,,2.0,2.0,1,2,2,2.0,,,2.0,4.0,0.0,0,3,0.0
14217,2,1,1,2,41403,3,41,1,4.0,5.0,2.0,1.0,2.0,2.0,2.0,3,5,2,2.0,,,3.0,4.5,2.0,0,2,3.67
6838,2,1,1,2,23101,1,23,1,5.0,8.0,2.0,1.0,2.0,2.0,1.0,4,,2,1.0,2,2,2.0,6.5,2.0,1,0,7.67
18013,2,1,1,2,53101,2,53,1,8.0,6.0,1.0,2.0,,2.0,2.0,2,5,2,2.0,,,2.0,7.0,2.0,0,1,3.17
23014,1,1,1,2,72201,4,72,1,8.0,8.0,2.0,1.0,1.0,2.0,2.0,3,4,1,1.0,1,2,3.0,8.0,1.0,0,2,2.33
454,2,2,1,2,11101,3,11,1,3.0,5.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
8184,2,1,1,2,31101,3,311,1,8.0,8.0,2.0,2.0,3.0,2.0,2.0,1,1,2,2.0,,,2.0,8.0,3.0,0,3,5.0
7972,2,1,1,2,31101,3,311,1,7.0,8.0,2.0,2.0,3.0,2.0,2.0,2,5,1,1.0,1,1,2.0,7.5,3.0,0,1,5.0
12036,1,2,3,2,41301,3,413,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,1,2,2.0,,,2.0,4.0,2.0,0,3,3.17
10245,1,3,1,2,31406,3,31,1,4.0,8.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,2.0,6.0,1.0,0,0,1.83
29207,2,1,1,2,91601,5,91,1,2.0,8.0,3.0,3.0,1.0,2.0,2.0,1,1,2,1.0,1,2,2.0,5.0,3.0,0,3,5.5
26028,2,1,1,2,84101,5,84,1,5.0,5.0,1.0,1.0,,2.0,2.0,1,1,2,1.0,1,2,1.0,5.0,1.0,0,3,1.83
8246,1,2,2,2,31101,3,311,1,,6.0,1.0,1.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,6.0,1.0,0,3,1.83
25973,2,2,1,2,84101,5,84,1,5.0,8.0,1.0,2.0,,2.0,2.0,3,2,2,2.0,,,2.0,6.5,2.0,0,2,3.17
16818,1,1,1,2,51201,2,51,1,5.0,5.0,2.0,2.0,3.0,2.0,2.0,1,1,2,1.0,1,2,2.0,5.0,3.0,0,3,5.0
16103,1,3,1,2,42101,3,42,4,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,3.0,2.0,0,0,3.67
24317,1,3,1,2,73202,4,73,3,4.0,4.0,1.0,2.0,,2.0,2.0,3,3,1,1.0,1,2,2.0,4.0,2.0,0,2,3.17
27852,2,3,1,2,91301,5,913,1,7.0,4.0,2.0,1.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,5.5,3.0,0,0,5.0
16928,2,1,1,2,51202,2,51,1,8.0,8.0,2.0,1.0,2.0,1.0,2.0,3,4,1,2.0,,,2.0,8.0,2.0,1,2,7.67
12723,2,2,1,2,41301,3,413,1,3.0,5.0,0.0,,,2.0,1.0,3,5,1,1.0,1,2,1.0,4.0,0.0,1,2,4.0
1029,2,1,1,2,11201,3,112,1,3.0,4.0,1.0,2.0,,2.0,2.0,1,1,2,1.0,1,2,2.0,3.5,2.0,0,3,3.17
25152,2,1,1,2,81103,4,81,1,6.0,8.0,1.0,1.0,,2.0,2.0,2,3,1,2.0,,,2.0,7.0,1.0,0,1,1.83
31473,1,1,1,2,104101,4,109,1,4.0,7.0,1.0,2.0,,2.0,2.0,1,4,2,2.0,,,2.0,5.5,2.0,0,3,3.17
31362,2,2,1,2,101501,3,1015,1,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1,2,2,1.0,2,2,3.0,3.5,1.0,1,3,6.83
18352,1,3,1,2,53301,2,53,2,5.0,3.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,4.0,2.0,0,0,3.17
10004,2,3,1,2,31402,3,31,1,8.0,5.0,2.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,6.5,2.0,0,0,3.67
17991,2,1,1,2,53101,2,53,1,4.0,6.0,2.0,1.0,2.0,2.0,1.0,3,1,2,1.0,1,2,2.0,5.0,2.0,1,2,7.67
16100,1,3,1,2,42101,3,42,1,3.0,,1.0,2.0,,2.0,2.0,4,,1,2.0,,,1.0,3.0,2.0,0,0,3.17
11582,1,3,1,2,41301,3,413,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,2.0,3.0,0,0,5.0
7785,1,3,1,2,23901,1,23,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,2,2,2.0,,,3.0,8.0,1.0,0,3,1.83
1025,2,1,1,2,11201,3,112,1,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1,2,2,1.0,1,2,2.0,3.0,3.0,0,3,5.0
24357,1,3,1,2,73202,4,73,3,2.0,4.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,3.0,2.0,0,0,3.17
5919,2,3,1,2,22202,1,22,2,4.0,8.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1.0,1,2,2.0,6.0,2.0,1,3,7.67
21239,1,3,1,2,71405,4,71,1,2.0,2.0,1.0,3.0,,2.0,2.0,4,,1,2.0,,,3.0,2.0,3.0,0,0,4.5
25215,1,2,1,2,81103,4,81,1,5.0,8.0,1.0,2.0,,2.0,2.0,2,2,2,2.0,,,2.0,6.5,2.0,0,1,3.17
7844,1,1,1,2,31101,3,311,1,4.0,4.0,1.0,2.0,,2.0,2.0,2,4,1,1.0,1,2,2.0,4.0,2.0,0,1,3.17
19928,1,2,1,2,61901,4,61,1,7.0,4.0,1.0,2.0,,2.0,2.0,2,2,2,1.0,1,2,3.0,5.5,2.0,0,1,3.17
16425,2,1,1,2,51101,2,51,1,8.0,8.0,2.0,2.0,3.0,2.0,2.0,1,2,2,1.0,1,2,2.0,8.0,3.0,0,3,5.0
8121,1,1,1,2,31101,3,311,1,8.0,8.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,2.0,8.0,1.0,0,0,1.83
10603,1,1,1,2,32102,3,32,1,7.0,7.0,1.0,2.0,,2.0,2.0,3,5,1,1.0,1,2,2.0,7.0,2.0,0,2,3.17
12024,2,1,1,2,41301,3,413,1,3.0,5.0,1.0,2.0,,2.0,2.0,3,5,2,2.0,,,2.0,4.0,2.0,0,2,3.17
9182,2,3,3,2,31301,5,313,4,8.0,8.0,2.0,2.0,3.0,2.0,2.0,4,,2,2.0,,,2.0,8.0,3.0,0,0,5.0
28967,2,3,1,2,91504,5,91,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,4,1,2.0,,,1.0,4.0,2.0,0,3,3.17
50,2,2,1,2,11101,3,11,2,4.0,4.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,1,2,2.0,4.0,2.0,0,3,3.17
26778,1,3,1,2,91201,5,912,1,5.0,5.0,2.0,3.0,3.0,2.0,2.0,4,,1,2.0,,,2.0,5.0,3.0,0,0,5.0
8094,2,1,1,2,31101,3,311,1,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2,3,2,2.0,,,2.0,4.0,3.0,0,1,5.0
14233,2,3,1,2,41403,3,41,4,,,2.0,1.0,1.0,2.0,2.0,2,4,1,2.0,,,2.0,,1.0,0,1,2.33
26653,1,1,1,2,91201,5,912,3,4.0,8.0,2.0,1.0,2.0,1.0,2.0,1,5,2,2.0,,,2.0,6.0,2.0,1,3,7.67
12620,1,2,1,2,41301,3,413,1,5.0,5.0,3.0,1.0,3.0,2.0,2.0,1,2,1,1.0,1,2,3.0,5.0,3.0,0,3,5.5
30513,1,1,1,2,101401,3,1014,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,2,1,2.0,,,,8.0,1.0,0,3,1.83
25140,1,3,1,2,81103,4,81,1,,,1.0,,,2.0,2.0,4,,2,2.0,,,2.0,,0.0,0,0,0.5
17209,1,2,1,2,52101,2,52,1,5.0,,0.0,,,2.0,2.0,4,,2,2.0,,,3.0,5.0,0.0,0,0,0.0
19473,1,1,1,2,61901,4,61,1,8.0,8.0,2.0,1.0,3.0,2.0,2.0,4,,1,1.0,1,2,3.0,8.0,3.0,0,0,5.0
30987,1,1,1,2,101501,3,1015,1,7.0,8.0,0.0,,,2.0,2.0,1,2,2,2.0,,,3.0,7.5,0.0,0,3,0.0
2672,1,2,1,2,11301,3,113,1,,,1.0,1.0,,1.0,1.0,1,1,1,1.0,1,2,2.0,,1.0,1,3,5.83
30423,2,1,1,2,101401,3,1014,1,8.0,8.0,1.0,2.0,,2.0,1.0,1,1,1,1.0,1,2,1.0,8.0,2.0,1,3,7.17
18198,2,1,1,2,53202,3,53,1,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1,1,2,1.0,1,2,2.0,4.0,2.0,1,3,7.67
8048,1,2,1,2,31101,3,311,1,7.0,7.0,2.0,1.0,2.0,2.0,2.0,2,5,1,2.0,,,3.0,7.0,2.0,0,1,3.67
19222,1,1,1,2,61901,4,61,1,5.0,5.0,1.0,1.0,,2.0,2.0,3,3,2,1.0,2,1,3.0,5.0,1.0,0,2,1.83
19963,1,1,1,2,61901,4,61,1,8.0,6.0,1.0,1.0,,2.0,2.0,4,,2,2.0,,,3.0,7.0,1.0,0,0,1.83
20763,1,1,1,2,71403,4,71,1,4.0,8.0,1.0,1.0,,2.0,1.0,4,,1,1.0,1,2,3.0,6.0,1.0,1,0,5.83
13313,2,1,1,2,41302,3,413,1,8.0,8.0,1.0,2.0,,2.0,2.0,1,1,1,1.0,2,1,2.0,8.0,2.0,0,3,3.17
2828,2,1,1,2,11301,3,113,1,4.0,4.0,1.0,2.0,,2.0,2.0,1,3,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
22517,1,3,1,2,71603,4,71,1,5.0,4.0,1.0,2.0,,1.0,2.0,4,,1,2.0,,,2.0,4.5,2.0,1,0,7.17
13010,2,1,1,2,41301,3,413,1,4.0,5.0,2.0,1.0,2.0,2.0,2.0,2,5,1,1.0,9,9,2.0,4.5,2.0,0,1,3.67
20362,1,1,1,2,71302,4,71,1,3.0,2.0,1.0,1.0,,2.0,1.0,1,2,1,1.0,1,1,2.0,2.5,1.0,1,3,5.83
3167,2,3,1,2,11301,3,113,1,8.0,5.0,1.0,1.0,,2.0,2.0,4,,1,2.0,,,2.0,6.5,1.0,0,0,1.83
23902,2,3,1,2,73201,4,73,1,6.0,3.0,1.0,2.0,,2.0,2.0,4,,1,2.0,,,2.0,4.5,2.0,0,0,3.17
28383,1,1,1,2,91501,5,91,1,,4.0,1.0,2.0,,2.0,2.0,1,4,2,1.0,1,2,2.0,4.0,2.0,0,3,3.17
12010,2,1,1,2,41301,3,413,1,5.0,8.0,1.0,1.0,,2.0,1.0,2,3,2,1.0,2,2,2.0,6.5,1.0,1,1,5.83
19440,1,2,1,2,61901,4,61,1,5.0,5.0,2.0,1.0,3.0,1.0,1.0,1,4,2,2.0,,,3.0,5.0,3.0,1,3,9.0
21873,1,1,1,2,71502,4,71,1,5.0,8.0,2.0,2.0,2.0,2.0,2.0,1,4,1,2.0,,,2.0,6.5,2.0,0,3,3.67
26682,1,1,1,2,91201,5,912,1,8.0,8.0,2.0,1.0,2.0,2.0,2.0,3,5,2,1.0,2,2,2.0,8.0,2.0,0,2,3.67
24008,1,2,1,2,73201,4,73,1,8.0,8.0,1.0,1.0,,2.0,2.0,1,3,2,2.0,,,2.0,8.0,1.0,0,3,1.83
28114,2,1,1,2,91301,5,913,1,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1,4,1,2.0,,,2.0,4.0,1.0,1,3,6.33
19962,1,1,1,2,61901,4,61,1,8.0,8.0,2.0,1.0,1.0,2.0,2.0,1,2,1,2.0,,,3.0,8.0,1.0,0,3,2.33
5269,2,3,1,2,21301,1,21,1,4.0,2.0,1.0,2.0,,2.0,2.0,4,,2,1.0,1,2,2.0,3.0,2.0,0,0,3.17
9535,2,2,1,2,31301,5,313,2,7.0,7.0,1.0,3.0,,2.0,2.0,1,2,2,2.0,,,2.0,7.0,3.0,0,3,4.5
25281,1,3,1,1,81201,4,81,1,8.0,5.0,3.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,6.5,2.0,0,0,4.17
27776,1,2,1,2,91301,5,913,1,4.0,4.0,1.0,3.0,,2.0,2.0,1,1,1,1.0,1,2,3.0,4.0,3.0,0,3,4.5
13588,1,2,1,2,41302,3,413,1,,4.0,1.0,1.0,,2.0,2.0,1,2,2,1.0,1,2,2.0,4.0,1.0,0,3,1.83
27753,2,1,1,2,91301,5,913,1,8.0,8.0,1.0,2.0,,1.0,1.0,1,5,1,2.0,,,2.0,8.0,2.0,1,3,7.17
28435,2,2,1,2,91501,5,91,1,8.0,6.0,2.0,2.0,2.0,2.0,2.0,3,5,2,1.0,1,2,1.0,7.0,2.0,0,2,3.67
23658,2,1,1,2,73102,4,73,1,6.0,7.0,2.0,1.0,2.0,2.0,2.0,2,5,2,1.0,1,2,2.0,6.5,2.0,0,1,3.67
24265,1,2,1,2,73202,4,73,1,6.0,8.0,1.0,1.0,,2.0,2.0,2,2,2,1.0,1,1,3.0,7.0,1.0,0,1,1.83
19022,1,2,1,2,61301,4,61,1,8.0,8.0,2.0,1.0,1.0,2.0,2.0,1,1,1,2.0,,,3.0,8.0,1.0,0,3,2.33
9790,2,1,1,2,31301,5,313,1,8.0,8.0,1.0,3.0,,2.0,2.0,3,4,2,1.0,1,2,2.0,8.0,3.0,0,2,4.5
26387,2,1,1,2,91201,5,912,1,6.0,4.0,2.0,2.0,3.0,2.0,2.0,1,1,2,2.0,,,2.0,5.0,3.0,0,3,5.0
18022,1,1,1,2,53101,2,53,1,5.0,8.0,2.0,1.0,3.0,2.0,1.0,1,3,1,2.0,,,2.0,6.5,3.0,1,3,9.0
7803,2,1,1,2,23901,1,23,3,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,3,2,2.0,,,2.0,8.0,1.0,1,3,7.33
17870,2,1,1,2,53101,2,53,1,4.0,4.0,1.0,2.0,,2.0,2.0,3,2,2,1.0,1,2,2.0,4.0,2.0,0,2,3.17
5760,1,3,1,2,21502,1,21,1,8.0,5.0,3.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,6.5,2.0,0,0,4.17
8810,2,2,1,2,31202,3,31,1,,,1.0,2.0,,2.0,1.0,1,2,1,1.0,1,1,2.0,,2.0,1,3,7.17
14969,2,1,1,2,42101,3,42,1,,,2.0,1.0,3.0,1.0,2.0,3,5,2,2.0,,,2.0,,3.0,1,2,9.0
19009,2,3,1,2,61301,4,61,1,8.0,4.0,2.0,1.0,2.0,2.0,2.0,4,,1,2.0,,,3.0,6.0,2.0,0,0,3.67
22128,1,3,1,2,71503,4,71,1,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4,,1,2.0,,,2.0,4.0,2.0,0,0,4.17
8749,2,2,1,2,31201,3,31,1,4.0,5.0,4.0,1.0,1.0,1.0,1.0,4,,2,1.0,1,2,2.0,4.5,1.0,1,0,7.33
11516,2,2,1,2,41301,3,413,1,5.0,4.0,3.0,,,2.0,2.0,2,4,1,2.0,,,3.0,4.5,0.0,0,1,1.5
25357,2,2,1,2,82101,4,82,1,5.0,4.0,2.0,1.0,3.0,2.0,2.0,2,4,2,1.0,1,2,2.0,4.5,3.0,0,1,5.0
31593,2,1,1,2,104103,3,109,1,7.0,8.0,3.0,1.0,2.0,1.0,2.0,1,4,1,2.0,,,3.0,7.5,2.0,1,3,8.17
19317,1,3,1,2,61901,4,61,1,6.0,8.0,1.0,2.0,,2.0,2.0,4,,1,1.0,1,2,3.0,7.0,2.0,0,0,3.17
11493,1,2,1,2,41301,3,413,1,7.0,5.0,1.0,2.0,,2.0,2.0,2,2,1,1.0,1,2,3.0,6.0,2.0,0,1,3.17
29848,2,1,1,2,92301,3,92,1,8.0,8.0,2.0,2.0,3.0,2.0,2.0,3,5,2,2.0,,,2.0,8.0,3.0,0,2,5.0
16979,1,1,1,2,51202,2,51,1,8.0,4.0,5.0,2.0,2.0,2.0,2.0,2,2,1,2.0,,,2.0,6.0,2.0,0,1,4.67
8221,2,2,1,2,31101,3,311,1,4.0,5.0,2.0,1.0,2.0,1.0,1.0,1,3,2,1.0,1,2,2.0,4.5,2.0,1,3,7.67
24318,1,3,1,2,73202,4,73,3,8.0,8.0,1.0,2.0,,2.0,2.0,4,,2,2.0,,,2.0,8.0,2.0,0,0,3.17
27580,2,1,1,2,91301,5,913,3,8.0,8.0,2.0,2.0,3.0,2.0,2.0,1,4,1,2.0,,,2.0,8.0,3.0,0,3,5.0
16827,2,2,1,2,51201,2,51,1,5.0,6.0,1.0,1.0,,2.0,2.0,1,4,1,1.0,1,2,2.0,5.5,1.0,0,3,1.83
9950,2,2,1,2,31401,1,31,1,6.0,7.0,1.0,2.0,,1.0,2.0,2,2,1,2.0,,,1.0,6.5,2.0,1,1,7.17
24860,1,2,1,2,81102,4,81,1,8.0,5.0,1.0,3.0,,1.0,2.0,2,2,2,2.0,,,2.0,6.5,3.0,1,1,8.5
24905,2,1,1,2,81102,4,81,1,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1.0,1,1,2.0,4.5,2.0,0,3,3.67
